일자,채권평가사 평균수익률_수익률,채권평가사 평균수익률_대비,채권평가사 평균가격_가격,채권평가사 평균가격_대비
"2024/08/01","3.332","-0.016","10113.0","2"
"2024/07/31","3.348","-0.009","10111.0","2"
"2024/07/30","3.357","0.002","10109.0","1"
"2024/07/29","3.355","-0.017","10108.0","4"
"2024/07/26","3.372","-0.010","10104.0","2"
"2024/07/25","3.382","-0.018","10102.0","2"
"2024/07/24","3.400","-0.025","10100.0","3"
"2024/07/23","3.425","0.002","10097.0","1"
"2024/07/22","3.423","-0.003","10096.0","3"
"2024/07/19","3.426","0.002","10093.0","1"
"2024/07/18","3.424","0.016","10092.0","0"
"2024/07/17","3.408","0.005","10092.0","0"
"2024/07/16","3.403","-0.012","10092.0","2"
"2024/07/15","3.415","-0.006","10090.0","3"
"2024/07/12","3.421","-0.011","10087.0","2"
"2024/07/11","3.432","0.023","10085.0","-1"
"2024/07/10","3.409","0.006","10086.0","1"
"2024/07/09","3.403","-0.006","10085.0","1"
"2024/07/08","3.409","-0.024","10084.0","5"
"2024/07/05","3.433","-0.011","10079.0","2"
"2024/07/04","3.444","-0.036","10077.0","4"
"2024/07/03","3.480","-0.021","10073.0","3"
"2024/07/02","3.501","-0.042","10070.0","5"
"2024/07/01","3.543","-0.005","10065.0","3"
"2024/06/28","3.548","-0.018","10062.0","3"
"2024/06/27","3.566","-0.003","10059.0","1"
"2024/06/26","3.569","-0.002","10058.0","1"
"2024/06/25","3.571","-0.002","10057.0","1"
"2024/06/24","3.573","0.010","10056.0","2"
"2024/06/21","3.563","-0.008","10054.0","2"
"2024/06/20","3.571","0.012","10052.0","0"
"2024/06/19","3.559","-0.008","10052.0","2"
"2024/06/18","3.567","0.003","10050.0","0"
"2024/06/17","3.564","-0.016","10050.0","5"
"2024/06/14","3.580","-0.023","10045.0","3"
"2024/06/13","3.603","-0.017","10042.0","3"
"2024/06/12","3.620","-0.012","10039.0","2"
"2024/06/11","3.632","-0.002","10037.0","1"
"2024/06/10","3.634","0.015","10036.0","-98"
"2024/06/07","3.619","-0.007","10134.0","2"
"2024/06/05","3.626","-0.013","10132.0","3"
"2024/06/04","3.639","-0.015","10129.0","2"
"2024/06/03","3.654","-0.004","10127.0","4"
"2024/05/31","3.658","0.000","10123.0","1"
"2024/05/30","3.658","0.012","10122.0","-1"
"2024/05/29","3.646","0.013","10123.0","0"
"2024/05/28","3.633","-0.007","10123.0","2"
"2024/05/27","3.640","-0.008","10121.0","3"
"2024/05/24","3.648","0.008","10118.0","1"
"2024/05/23","3.640","-0.007","10117.0","1"
"2024/05/22","3.647","0.004","10116.0","1"
"2024/05/21","3.643","0.002","10115.0","1"
"2024/05/20","3.641","0.017","10114.0","1"
"2024/05/17","3.624","0.001","10113.0","1"
"2024/05/16","3.623","-0.022","10112.0","4"
"2024/05/14","3.645","-0.004","10108.0","2"
"2024/05/13","3.649","0.004","10106.0","2"
"2024/05/10","3.645","-0.011","10104.0","2"
"2024/05/09","3.656","0.011","10102.0","0"
"2024/05/08","3.645","-0.002","10102.0","1"
"2024/05/07","3.647","-0.035","10101.0","8"
"2024/05/03","3.682","-0.007","10093.0","2"
"2024/05/02","3.689","-0.014","10091.0","3"
"2024/04/30","3.703","-0.004","10088.0","2"
"2024/04/29","3.707","0.014","10086.0","1"
"2024/04/26","3.693","-0.007","10085.0","2"
"2024/04/25","3.700","0.013","10083.0","0"
"2024/04/24","3.687","0.000","10083.0","1"
"2024/04/23","3.687","-0.007","10082.0","2"
"2024/04/22","3.694","0.007","10080.0","2"
"2024/04/19","3.687","0.022","10078.0","-2"
"2024/04/18","3.665","-0.013","10080.0","3"
"2024/04/17","3.678","-0.006","10077.0","1"
"2024/04/16","3.684","0.006","10076.0","1"
"2024/04/15","3.678","0.019","10075.0","1"
"2024/04/12","3.659","-0.031","10074.0","4"
"2024/04/11","3.690","0.039","10070.0","-2"
"2024/04/09","3.651","0.004","10072.0","0"
"2024/04/08","3.647","0.016","10072.0","1"
"2024/04/05","3.631","-0.010","10071.0","3"
"2024/04/04","3.641","-0.003","10068.0","1"
"2024/04/03","3.644","-0.004","10067.0","1"
"2024/04/02","3.648","0.010","10066.0","0"
"2024/04/01","3.638","-0.014","10066.0","5"
"2024/03/29","3.652","0.003","10061.0","0"
"2024/03/28","3.649","-0.005","10061.0","2"
"2024/03/27","3.654","0.000","10059.0","1"
"2024/03/26","3.654","0.001","10058.0","1"
"2024/03/25","3.653","0.001","10057.0","3"
"2024/03/22","3.652","-0.007","10054.0","2"
"2024/03/21","3.659","-0.026","10052.0","4"
"2024/03/20","3.685","-0.018","10048.0","3"
"2024/03/19","3.703","0.009","10045.0","0"
"2024/03/18","3.694","0.010","10045.0","1"
"2024/03/15","3.684","0.011","10044.0","0"
"2024/03/14","3.673","-0.001","10044.0","1"
"2024/03/13","3.674","-0.006","10043.0","2"
"2024/03/12","3.680","0.001","10041.0","1"
"2024/03/11","3.679","0.010","10040.0","-98"
"2024/03/08","3.669","-0.031","10138.0","4"
"2024/03/07","3.700","0.003","10134.0","1"
"2024/03/06","3.697","-0.015","10133.0","3"
"2024/03/05","3.712","-0.003","10130.0","1"
"2024/03/04","3.715","-0.017","10129.0","7"
"2024/02/29","3.732","0.007","10122.0","0"
"2024/02/28","3.725","0.000","10122.0","1"
"2024/02/27","3.725","0.004","10121.0","0"
"2024/02/26","3.721","-0.015","10121.0","5"
"2024/02/23","3.736","0.014","10116.0","0"
"2024/02/22","3.722","-0.030","10116.0","4"
"2024/02/21","3.752","-0.009","10112.0","3"
"2024/02/20","3.761","0.002","10109.0","0"
"2024/02/19","3.759","-0.005","10109.0","4"
"2024/02/16","3.764","-0.001","10105.0","1"
"2024/02/15","3.765","-0.009","10104.0","3"
"2024/02/14","3.774","0.041","10101.0","-5"
"2024/02/13","3.733","0.020","10106.0","3"
"2024/02/08","3.713","0.005","10103.0","0"
"2024/02/07","3.708","-0.007","10103.0","2"
"2024/02/06","3.715","-0.008","10101.0","2"
"2024/02/05","3.723","0.037","10099.0","-1"
"2024/02/02","3.686","-0.015","10100.0","3"
"2024/02/01","3.701","0.006","10097.0","0"
"2024/01/31","3.695","-0.005","10097.0","2"
"2024/01/30","3.700","-0.026","10095.0","4"
"2024/01/29","3.726","0.015","10091.0","1"
"2024/01/26","3.711","-0.027","10090.0","5"
"2024/01/25","3.738","-0.002","10085.0","1"
"2024/01/24","3.740","0.003","10084.0","1"
"2024/01/23","3.737","0.011","10083.0","-1"
"2024/01/22","3.726","-0.026","10084.0","7"
"2024/01/19","3.752","0.017","10077.0","-1"
"2024/01/18","3.735","-0.007","10078.0","1"
"2024/01/17","3.742","0.016","10077.0","-1"
"2024/01/16","3.726","0.015","10078.0","-1"
"2024/01/15","3.711","-0.006","10079.0","4"
"2024/01/12","3.717","-0.030","10075.0","5"
"2024/01/11","3.747","-0.038","10070.0","7"
"2024/01/10","3.785","0.000","10063.0","1"
"2024/01/09","3.785","-0.034","10062.0","5"
"2024/01/08","3.819","-0.001","10057.0","4"
"2024/01/05","3.820","0.026","10053.0","-3"
"2024/01/04","3.794","-0.032","10056.0","5"
"2024/01/03","3.826","0.009","10051.0","0"
"2024/01/02","3.817","0.052","10051.0","-2"
"2023/12/28","3.765","-0.045","10053.0","8"
"2023/12/27","3.810","0.003","10045.0","0"
"2023/12/26","3.807","-0.001","10045.0","4"
"2023/12/22","3.808","0.002","10041.0","1"
"2023/12/21","3.806","0.016","10040.0","-1"
"2023/12/20","3.790","-0.002","10041.0","1"
"2023/12/19","3.792","0.015","10040.0","-1"
"2023/12/18","3.777","0.013","10041.0","1"
"2023/12/15","3.764","0.028","10040.0","-3"
"2023/12/14","3.736","-0.215","10043.0","32"
"2023/12/13","3.951","0.014","10011.0","0"
"2023/12/12","3.937","-0.022","10011.0","4"
"2023/12/11","3.959","0.036","10007.0","-102"
"2023/12/08","3.923","-0.031","10109.0","5"
"2023/12/07","3.954","0.035","10104.0","-4"
"2023/12/06","3.919","-0.014","10108.0","4"
"2023/12/05","3.933","-0.035","10104.0","6"
"2023/12/04","3.968","-0.049","10098.0","10"
"2023/12/01","4.017","-0.020","10088.0","4"
"2023/11/30","4.037","0.009","10084.0","0"
"2023/11/29","4.028","-0.087","10084.0","14"
"2023/11/28","4.115","-0.032","10070.0","6"
"2023/11/27","4.147","-0.007","10064.0","5"
"2023/11/24","4.154","0.020","10059.0","-2"
"2023/11/23","4.134","-0.011","10061.0","2"
"2023/11/22","4.145","0.001","10059.0","1"
"2023/11/21","4.144","-0.016","10058.0","4"
"2023/11/20","4.160","-0.028","10054.0","8"
"2023/11/17","4.188","-0.036","10046.0","6"
"2023/11/16","4.224","-0.063","10040.0","11"
"2023/11/15","4.287","-0.086","10029.0","14"
"2023/11/14","4.373","-0.008","10015.0","2"
"2023/11/13","4.381","0.012","10013.0","2"
"2023/11/10","4.369","0.018","10011.0","-1"
"2023/11/09","4.351","-0.009","10012.0","2"
"2023/11/08","4.360","-0.001","10010.0","1"
"2023/11/07","4.361","-0.003","10009.0","2"
"2023/11/06","4.364","-0.037","10007.0","9"
"2023/11/03","4.401","-0.002","9998.0","2"
"2023/11/02","4.403","-0.033","9996.0","6"
"2023/11/01","4.436","-0.003","9990.0","2"
"2023/10/31","4.439","0.004","9988.0","0"
"2023/10/30","4.435","0.025","9988.0","0"
"2023/10/27","4.410","-0.017","9988.0","4"
"2023/10/26","4.427","0.046","9984.0","-6"
"2023/10/25","4.381","0.049","9990.0","-6"
"2023/10/24","4.332","-0.032","9996.0","6"
"2023/10/23","4.364","0.039","9990.0","-3"
"2023/10/20","4.325","-0.029","9993.0","6"
"2023/10/19","4.354","0.023","9987.0","-2"
"2023/10/18","4.331","0.025","9989.0","-3"
"2023/10/17","4.306","0.013","9992.0","-1"
"2023/10/16","4.293","0.013","9993.0","1"
"2023/10/13","4.280","0.025","9992.0","-2"
"2023/10/12","4.255","-0.013","9994.0","3"
"2023/10/11","4.268","-0.041","9991.0","8"
"2023/10/10","4.309","-0.021","9983.0","8"
"2023/10/06","4.330","-0.066","9975.0","11"
"2023/10/05","4.396","-0.048","9964.0","9"
"2023/10/04","4.444","0.196","9955.0","-23"
"2023/09/27","4.248","-0.016","9978.0","4"
"2023/09/26","4.264","0.014","9974.0","-2"
"2023/09/25","4.250","0.008","9976.0","3"
"2023/09/22","4.242","-0.033","9973.0","6"
"2023/09/21","4.275","0.029","9967.0","-3"
"2023/09/20","4.246","-0.004","9970.0","1"
"2023/09/19","4.250","-0.009","9969.0","3"
"2023/09/18","4.259","0.036","9966.0","-2"
"2023/09/15","4.223","0.009","9968.0","-1"
"2023/09/14","4.214","-0.015","9969.0","4"
"2023/09/13","4.229","-0.004","9965.0","2"
"2023/09/12","4.233","-0.001","9963.0","1"
"2023/09/11","4.234","0.051","9962.0","-105"
"2023/09/08","4.183","-0.043","10067.0","8"
"2023/09/07","4.226","0.053","10059.0","-7"
"2023/09/06","4.173","0.010","10066.0","-1"
"2023/09/05","4.163","0.028","10067.0","-4"
"2023/09/04","4.135","0.040","10071.0","-3"
"2023/09/01","4.095","-0.015","10074.0","4"
"2023/08/31","4.110","-0.017","10070.0","4"
"2023/08/30","4.127","-0.004","10066.0","2"
"2023/08/29","4.131","-0.007","10064.0","2"
"2023/08/28","4.138","-0.018","10062.0","6"
"2023/08/25","4.156","0.027","10056.0","-3"
"2023/08/24","4.129","-0.009","10059.0","3"
"2023/08/23","4.138","-0.022","10056.0","4"
"2023/08/22","4.160","0.006","10052.0","0"
"2023/08/21","4.154","0.041","10052.0","-3"
"2023/08/18","4.113","-0.044","10055.0","8"
"2023/08/17","4.157","0.049","10047.0","-7"
"2023/08/16","4.108","-0.045","10054.0","10"
"2023/08/14","4.153","0.034","10044.0","-2"
"2023/08/11","4.119","0.010","10046.0","-1"
"2023/08/10","4.109","0.006","10047.0","0"
"2023/08/09","4.103","0.019","10047.0","-2"
"2023/08/08","4.084","-0.035","10049.0","7"
"2023/08/07","4.119","-0.037","10042.0","10"
"2023/08/04","4.156","0.016","10032.0","-2"
"2023/08/03","4.140","0.030","10034.0","-4"
"2023/08/02","4.110","0.005","10038.0","0"
"2023/08/01","4.105","-0.029","10038.0","7"
"2023/07/31","4.134","0.038","10031.0","-4"
"2023/07/28","4.096","0.046","10035.0","-7"
"2023/07/27","4.050","-0.036","10042.0","8"
"2023/07/26","4.086","-0.020","10034.0","4"
"2023/07/25","4.106","0.022","10030.0","-3"
"2023/07/24","4.084","0.014","10033.0","1"
"2023/07/21","4.070","0.010","10032.0","0"
"2023/07/20","4.060","0.034","10032.0","-5"
"2023/07/19","4.026","-0.047","10037.0","9"
"2023/07/18","4.073","-0.017","10028.0","4"
"2023/07/17","4.090","-0.012","10024.0","6"
"2023/07/14","4.102","0.012","10018.0","-1"
"2023/07/13","4.090","-0.099","10019.0","19"
"2023/07/12","4.189","0.003","10000.0","1"
"2023/07/11","4.186","-0.064","9999.0","12"
"2023/07/10","4.250","0.039","9987.0","-3"
"2023/07/07","4.211","0.052","9990.0","-9"
"2023/07/06","4.159","0.056","9999.0","-9"
"2023/07/05","4.103","-0.002","10008.0","2"
"2023/07/04","4.105","0.009","10006.0","-1"
"2023/07/03","4.096","-0.051","10007.0","13"
"2023/06/30","4.147","0.043","9994.0","-7"
"2023/06/29","4.104","0.027","10001.0","-4"
"2023/06/28","4.077","0.004","10005.0","0"
"2023/06/27","4.073","-0.009","10005.0","3"
"2023/06/26","4.082","-0.037","10002.0","10"
"2023/06/23","4.119","0.014","9992.0","-1"
"2023/06/22","4.105","0.025","9993.0","-4"
"2023/06/21","4.080","-0.003","9997.0","2"
"2023/06/20","4.083","0.002","9995.0","1"
"2023/06/19","4.081","0.001","9994.0","3"
"2023/06/16","4.080","-0.024","9991.0","5"
"2023/06/15","4.104","0.058","9986.0","-10"
"2023/06/14","4.046","0.048","9996.0","-8"
"2023/06/13","3.998","-0.004","10004.0","2"
"2023/06/12","4.002",,"10002.0",
