일자,채권평가사 평균수익률_수익률,채권평가사 평균수익률_대비,채권평가사 평균가격_가격,채권평가사 평균가격_대비
"2024/11/22","3.353","0.001","10044.0","1"
"2024/11/21","3.352","-0.001","10043.0","1"
"2024/11/20","3.353","0.002","10042.0","1"
"2024/11/19","3.351","0.001","10041.0","1"
"2024/11/18","3.350","-0.002","10040.0","3"
"2024/11/15","3.352","0.004","10037.0","0"
"2024/11/14","3.348","0.003","10037.0","1"
"2024/11/13","3.345","0.015","10036.0","0"
"2024/11/12","3.330","0.008","10036.0","1"
"2024/11/11","3.322","0.006","10035.0","2"
"2024/11/08","3.316","0.011","10033.0","0"
"2024/11/07","3.305","-0.004","10033.0","1"
"2024/11/06","3.309","0.007","10032.0","1"
"2024/11/05","3.302","0.006","10031.0","0"
"2024/11/04","3.296","0.005","10031.0","2"
"2024/11/01","3.291","0.002","10029.0","1"
"2024/10/31","3.289","0.002","10028.0","1"
"2024/10/30","3.287","0.003","10027.0","1"
"2024/10/29","3.284","0.001","10026.0","0"
"2024/10/28","3.283","0.005","10026.0","3"
"2024/10/25","3.278","-0.005","10023.0","1"
"2024/10/24","3.283","-0.003","10022.0","1"
"2024/10/23","3.286","0.007","10021.0","0"
"2024/10/22","3.279","0.006","10021.0","1"
"2024/10/21","3.273","-0.016","10020.0","4"
"2024/10/18","3.289","0.006","10016.0","0"
"2024/10/17","3.283","0.002","10016.0","1"
"2024/10/16","3.281","-0.001","10015.0","1"
"2024/10/15","3.282","-0.004","10014.0","1"
"2024/10/14","3.286","-0.001","10013.0","3"
"2024/10/11","3.287","-0.017","10010.0","2"
"2024/10/10","3.304","0.008","10008.0","1"
"2024/10/08","3.296","-0.002","10007.0","-84"
"2024/10/07","3.298","0.043","10091.0","0"
"2024/10/04","3.255","0.001","10091.0","1"
"2024/10/02","3.254","-0.004","10090.0","3"
"2024/09/30","3.258","-0.001","10087.0","2"
"2024/09/27","3.259","0.002","10085.0","1"
"2024/09/26","3.257","-0.002","10084.0","1"
"2024/09/25","3.259","-0.008","10083.0","2"
"2024/09/24","3.267","-0.003","10081.0","1"
"2024/09/23","3.270","0.005","10080.0","2"
"2024/09/20","3.265","0.002","10078.0","1"
"2024/09/19","3.263","0.007","10077.0","5"
"2024/09/13","3.256","-0.016","10072.0","2"
"2024/09/12","3.272","0.018","10070.0","-1"
"2024/09/11","3.254","-0.014","10071.0","2"
"2024/09/10","3.268","-0.010","10069.0","2"
"2024/09/09","3.278","-0.006","10067.0","3"
"2024/09/06","3.284","-0.015","10064.0","2"
"2024/09/05","3.299","-0.012","10062.0","2"
"2024/09/04","3.311","-0.016","10060.0","2"
"2024/09/03","3.327","-0.004","10058.0","2"
"2024/09/02","3.331","0.006","10056.0","2"
"2024/08/30","3.325","0.000","10054.0","1"
"2024/08/29","3.325","0.009","10053.0","0"
"2024/08/28","3.316","-0.004","10053.0","1"
"2024/08/27","3.320","0.015","10052.0","0"
"2024/08/26","3.305","-0.003","10052.0","3"
"2024/08/23","3.308","0.018","10049.0","-1"
"2024/08/22","3.290","0.004","10050.0","1"
"2024/08/21","3.286","0.003","10049.0","0"
"2024/08/20","3.283","0.012","10049.0","0"
"2024/08/19","3.271","0.007","10049.0","2"
"2024/08/16","3.264","0.017","10047.0","0"
"2024/08/14","3.247","-0.005","10047.0","2"
"2024/08/13","3.252","-0.008","10045.0","1"
"2024/08/12","3.260","0.003","10044.0","3"
"2024/08/09","3.257","0.003","10041.0","0"
"2024/08/08","3.254","-0.018","10041.0","3"
"2024/08/07","3.272","0.003","10038.0","0"
"2024/08/06","3.269","0.034","10038.0","-2"
"2024/08/05","3.235","-0.064","10040.0","9"
"2024/08/02","3.299","-0.020","10031.0","2"
"2024/08/01","3.319","-0.018","10029.0","3"
"2024/07/31","3.337","-0.011","10026.0","2"
"2024/07/30","3.348","0.001","10024.0","1"
"2024/07/29","3.347","-0.018","10023.0","4"
"2024/07/26","3.365","-0.013","10019.0","2"
"2024/07/25","3.378","-0.021","10017.0","3"
"2024/07/24","3.399","-0.026","10014.0","4"
"2024/07/23","3.425","0.002","10010.0","0"
"2024/07/22","3.423","-0.002","10010.0","3"
"2024/07/19","3.425","0.005","10007.0","1"
"2024/07/18","3.420","0.021","10006.0","-1"
"2024/07/17","3.399","0.009","10007.0","0"
"2024/07/16","3.390","-0.011","10007.0","2"
"2024/07/15","3.401","-0.005","10005.0","3"
"2024/07/12","3.406","-0.010","10002.0","2"
"2024/07/11","3.416","0.027","10000.0","-2"
"2024/07/10","3.389","0.009","10002.0","0"
"2024/07/09","3.380",,"10002.0",
