일자,채권평가사 평균수익률_수익률,채권평가사 평균수익률_대비,채권평가사 평균가격_가격,채권평가사 평균가격_대비
2024/11/22,3.184,-0.006,10272.0,2.0
2024/11/21,3.19,-0.031,10270.0,6.0
2024/11/20,3.221,-0.01,10264.0,3.0
2024/11/19,3.231,-0.02,10261.0,5.0
2024/11/18,3.251,-0.017,10256.0,5.0
2024/11/15,3.268,0.012,10251.0,-1.0
2024/11/14,3.256,-0.011,10252.0,3.0
2024/11/13,3.267,0.026,10249.0,-4.0
2024/11/12,3.241,0.002,10253.0,1.0
2024/11/11,3.239,0.011,10252.0,0.0
2024/11/08,3.228,-0.028,10252.0,6.0
2024/11/07,3.256,-0.028,10246.0,6.0
2024/11/06,3.284,0.033,10240.0,-5.0
2024/11/05,3.251,-0.013,10245.0,4.0
2024/11/04,3.264,0.002,10241.0,2.0
2024/11/01,3.262,0.003,10239.0,0.0
2024/10/31,3.259,-0.003,10239.0,2.0
2024/10/30,3.262,0.007,10237.0,-1.0
2024/10/29,3.255,0.007,10238.0,0.0
2024/10/28,3.248,0.043,10238.0,-5.0
2024/10/25,3.205,-0.001,10243.0,1.0
2024/10/24,3.206,-0.04,10242.0,8.0
2024/10/23,3.246,0.006,10234.0,0.0
2024/10/22,3.24,0.02,10234.0,-3.0
2024/10/21,3.22,-0.015,10237.0,6.0
2024/10/18,3.235,0.015,10231.0,-2.0
2024/10/17,3.22,0.016,10233.0,-2.0
2024/10/16,3.204,-0.019,10235.0,4.0
2024/10/15,3.223,-0.012,10231.0,3.0
2024/10/14,3.235,-0.012,10228.0,5.0
2024/10/11,3.247,-0.021,10223.0,5.0
2024/10/10,3.268,0.016,10218.0,-1.0
2024/10/08,3.252,-0.031,10219.0,7.0
2024/10/07,3.283,0.114,10212.0,-19.0
2024/10/04,3.169,0.033,10231.0,-4.0
2024/10/02,3.136,-0.017,10235.0,4.0
2024/09/30,3.153,-0.023,10231.0,8.0
2024/09/27,3.176,0.011,10223.0,-2.0
2024/09/26,3.165,-0.009,10225.0,3.0
2024/09/25,3.174,-0.036,10222.0,8.0
2024/09/24,3.21,-0.008,10214.0,2.0
2024/09/23,3.218,0.02,10212.0,-1.0
2024/09/20,3.198,-0.004,10213.0,2.0
2024/09/19,3.202,0.007,10211.0,4.0
2024/09/13,3.195,-0.045,10207.0,9.0
2024/09/12,3.24,0.039,10198.0,-6.0
2024/09/11,3.201,-0.037,10204.0,8.0
2024/09/10,3.238,-0.004,10196.0,1.0
2024/09/09,3.242,0.016,10195.0,-106.0
2024/09/06,3.226,-0.024,10301.0,5.0
2024/09/05,3.25,-0.015,10296.0,4.0
2024/09/04,3.265,-0.039,10292.0,9.0
2024/09/03,3.304,-0.008,10283.0,2.0
2024/09/02,3.312,0.033,10281.0,-4.0
2024/08/30,3.279,0.016,10285.0,-2.0
2024/08/29,3.263,0.02,10287.0,-3.0
2024/08/28,3.243,-0.012,10290.0,3.0
2024/08/27,3.255,0.041,10287.0,-7.0
2024/08/26,3.214,-0.025,10294.0,8.0
2024/08/23,3.239,0.014,10286.0,-2.0
2024/08/22,3.225,-0.027,10288.0,6.0
2024/08/21,3.252,-0.001,10282.0,1.0
2024/08/20,3.253,0.017,10281.0,-2.0
2024/08/19,3.236,0.005,10283.0,2.0
2024/08/16,3.231,0.034,10281.0,-6.0
2024/08/14,3.197,-0.017,10287.0,5.0
2024/08/13,3.214,-0.025,10282.0,6.0
2024/08/12,3.239,0.009,10276.0,1.0
2024/08/09,3.23,0.021,10275.0,-4.0
2024/08/08,3.209,-0.015,10279.0,4.0
2024/08/07,3.224,-0.007,10275.0,3.0
2024/08/06,3.231,0.111,10272.0,-22.0
2024/08/05,3.12,-0.11,10294.0,25.0
2024/08/02,3.23,-0.033,10269.0,8.0
2024/08/01,3.263,-0.023,10261.0,5.0
2024/07/31,3.286,0.001,10256.0,1.0
2024/07/30,3.285,0.021,10255.0,-3.0
2024/07/29,3.264,-0.037,10258.0,10.0
2024/07/26,3.301,0.003,10248.0,0.0
2024/07/25,3.298,-0.026,10248.0,7.0
2024/07/24,3.324,-0.05,10241.0,11.0
2024/07/23,3.374,0.013,10230.0,-2.0
2024/07/22,3.361,-0.006,10232.0,4.0
2024/07/19,3.367,0.011,10228.0,-1.0
2024/07/18,3.356,0.003,10229.0,0.0
2024/07/17,3.353,0.02,10229.0,-3.0
2024/07/16,3.333,-0.036,10232.0,8.0
2024/07/15,3.369,-0.021,10224.0,7.0
2024/07/12,3.39,-0.05,10217.0,12.0
2024/07/11,3.44,0.038,10205.0,-7.0
2024/07/10,3.402,0.003,10212.0,0.0
2024/07/09,3.399,-0.003,10212.0,2.0
2024/07/08,3.402,-0.008,10210.0,4.0
2024/07/05,3.41,-0.012,10206.0,4.0
2024/07/04,3.422,-0.043,10202.0,10.0
2024/07/03,3.465,-0.006,10192.0,2.0
2024/07/02,3.471,-0.052,10190.0,12.0
2024/07/01,3.523,0.015,10178.0,0.0
2024/06/28,3.508,-0.035,10178.0,8.0
2024/06/27,3.543,0.007,10170.0,0.0
2024/06/26,3.536,0.008,10170.0,-1.0
2024/06/25,3.528,0.004,10171.0,0.0
